IdBibliografia,Autore,Titolo,ISBN,new_authors,new_identifier
605,Gaudenzi A.,"Il monastero di Nonantola, il ducato di Persiceto e la Chiesa di Bologna",,['Augusto Gaudenzi'],"[{'type': 'OTHER', 'identifier': 'RMS:RMS67$$$000001819$$$%'}]"
606,Gaudio M.,Gli statuti del castello di Borghi,,['Michele Gaudio'],"[{'type': 'OTHER', 'identifier': 'OCLC:1141581265'}]"
607,Gaudio M.,San Giovanni in Galilea,,['Michele Gaudio'],"[{'type': 'OTHER', 'identifier': 'OCLC:955884146'}]"
608,Gaudio M.,San Martino in Converseto,,['Michele Gaudio'],"[{'type': 'OTHER', 'identifier': 'OCLC:1141570403'}]"
609,Gelichi S.,Castel Bolognese: archeologia di un centro di nuova fondazione,8878140767,"['Sauro Gelichi', 'Valerio Brunetti', 'Patrizia Farello']","[{'type': 'ISBN_10', 'identifier': '8878140767'}, {'type': 'ISBN_13', 'identifier': '9788878140769'}]"
610,Ravaglia F. L.,Fusignano e i Conti di Donigallia,,['Leone Vicchi'],"[{'type': 'OTHER', 'identifier': 'UIUC:30112124138253'}]"
611,Rauty N.,Possedimenti fondiari del vescovo di Pistoia in territorio bolognese,,['Natale Rauty'],"[{'type': 'OTHER', 'identifier': 'OCLC:887368944'}]"
612,Regini R.,Urbanistica e toponomastica storica di Imola,,['Renata Regini'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B515326'}]"
613,Ricci C.,L'ultimo rifugio di Dante,,['Corrado Ricci'],"[{'type': 'OTHER', 'identifier': 'UOM:39015073748231'}]"
615,Ricci C.,Il castello e la chiesa di Varignana,,['Deputazione di storia patria per le province di Romagna'],"[{'type': 'OTHER', 'identifier': 'UCAL:B5388026'}]"
616,Rinaldi R.,"Il ""castrum"" e la pieve nella bassa pianura ad est di Bologna durante i secoli X-XII: alcuni esempi",,['Alessandro Alessio Rucco'],"[{'type': 'ISBN_13', 'identifier': '9788878149946'}, {'type': 'ISBN_10', 'identifier': '8878149942'}]"
617,"Rimondini G., Palloni D.",Il castello e la rocca di Mondaino,,['Giovanni Rimondini'],"[{'type': 'OTHER', 'identifier': 'OCLC:955420738'}]"
618,Rinaldi R.,De podere felicis memorie comitisse Matildis. Sulle terre dei Filii Manfredi,,"['Bruno Andreolli', 'Mauro Calzolari']","[{'type': 'OTHER', 'identifier': 'UOM:39015069304189'}]"
619,,Le carte del monastero di S. Stefano di Bologna e di S. Bartolomeo di Musiano,,,"[{'type': 'OTHER', 'identifier': 'OCLC:123194938'}]"
620,Riva C.,Appunti su San Mauro e Giovedia nel XV secolo,,"['Marino Mengozzi', 'Claudio Riva']","[{'type': 'OTHER', 'identifier': 'UOM:39015063289899'}]"
621,Riva C.,La contesa cesenate su Bacciolino alla fine del Trecento,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015072471173'}]"
622,Riva C.,Una singolare controversia per il fossato delle mura di Cesena nel 1414,,['Claudio Riva'],"[{'type': 'OTHER', 'identifier': 'OCLC:963257612'}]"
623,Riva C.,"Sala di Cesenatico: il cammino di una comunità: la conquista del suolo, l'erezione parrocchiale, la fondazione della cassa rurale",,"['Claudio Riva', 'Giampiero Morigi', 'Giuseppe Mosconi']","[{'type': 'OTHER', 'identifier': 'OCLC:878757024'}]"
624,Rombaldi O.,Notizie sul castello delle Rocche nei secc. XV/XVI,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
625,Savini G.,Le mura di Ravenna: anno 1905,,['Gaetano Savini'],"[{'type': 'OTHER', 'identifier': 'OCLC:499189436'}]"
626,Servetti Donati F.,Budrio casa nostra,,['Fedora Servetti Donati'],"[{'type': 'OTHER', 'identifier': 'OCLC:963181747'}]"
627,Servetti Donati F.,Budrio nelle pietre: documenti di cultura e di storia,,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105010600935'}]"
628,,Corpus Chronicorum Bononiensium,,['Albano Sorbelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:631958226'}]"
629,Zanetti F.,Castelli e leggende di una valle parmense,,['Guglielmo Capacchi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105032795085'}]"
630,Franchini L.,Contrassegni di dignità ecclesiastiche nel castello di Vignola. Abati di Nonantola o Vescovi di Modena,,['Lamberto Franchini'],"[{'type': 'OTHER', 'identifier': 'OCLC:886574859'}]"
631,Frati L.,Storia documentata di Castel S. Pietro dell' Emilia,,['Lodovico FRATI'],"[{'type': 'OTHER', 'identifier': 'OCLC:560309689'}]"
632,Frison C.,"Il ""castrum Finalis"" tra X e XIII secolo",,['Stella Patitucci Uggeri'],"[{'type': 'ISBN_13', 'identifier': '9788878142176'}, {'type': 'ISBN_10', 'identifier': '8878142174'}]"
633,Frison C.,"Il primitivo ""castrum Finalis"": i dati forniti dalla ""charta"" del 1009",,,"[{'type': 'OTHER', 'identifier': 'UOM:39015056655486'}]"
634,Frison C.,"Il ""castellum Sancti Felicis"" tra X e XIII secolo: paesaggio, società, istituzioni",,,"[{'type': 'OTHER', 'identifier': 'UOM:39015041018774'}]"
635,Drei G.,Le carte degli archivi parmensi dei secoli X-XI,,['Giovanni Drei'],"[{'type': 'OTHER', 'identifier': 'OCLC:69212822'}]"
636,Manzoni A. M.,Episcoporum corneliensium sive imolensium historia,,['Manzoni'],"[{'type': 'OTHER', 'identifier': 'BML:37001101859127'}]"
637,Fasoli G.,Appunti per la storia di Monteveglio tra il VI e il XII secolo,,['Domenico Cerami'],"[{'type': 'OTHER', 'identifier': 'UOM:39015060655076'}]"
638,Fasoli G.,I conti e il comitato di Imola (secc. X-XIII),,"[""Deputazione di storia patria per l'Emilia e la Romagna""]","[{'type': 'OTHER', 'identifier': 'STANFORD:36105013720458'}]"
639,"Federici V., Buzzi G.",Regesto della Chiesa di Ravenna,,['Ravenna (Archdiocese)'],"[{'type': 'OTHER', 'identifier': 'UVA:X000099788'}]"
640,Fignagnani G.,La storia di Fusignano,,['Leone Vicchi'],"[{'type': 'OTHER', 'identifier': 'UIUC:30112124138253'}]"
641,Finamore N.,"Calbano, castello di Sarsina. La cinta e il borgo",,['Nino Finamore'],"[{'type': 'OTHER', 'identifier': 'OCLC:44887274'}]"
642,Fiorentini F.,"Memorie di Matilda, la gran contessa d' Italia",,['Francesco Maria Fiorentini'],"[{'type': 'OTHER', 'identifier': 'BML:37001102287039'}]"
643,Fiorentini G.,Il Finale da castrum a città,,"['Mauro Calzolari', 'Massimiliano Righini', 'Gian Luca Tusini']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105115333226'}]"
644,Fiorentini G.,Restauri al castello delle rocche,,,"[{'type': 'OTHER', 'identifier': 'OCLC:908542938'}]"
645,Fiori G.,Le antiche famiglie di Piacenza e i loro stemmi,,['Giorgio Fiori'],"[{'type': 'OTHER', 'identifier': 'OCLC:6549813'}]"
646,Fiori G.,Memorie storiche di Tassara e del suo castello,,,"[{'type': 'OTHER', 'identifier': 'UCLA:L0097020135'}]"
647,Dall'Aglio I.,Ravarano. Monografia storica del castello e della sua chiesa,,"[""Italo Dall'Aglio""]","[{'type': 'OTHER', 'identifier': 'OCLC:82655919'}]"
648,Dall'Olio E.,Corniglio e la sua valle,,"[""Enrico Dall'Olio""]","[{'type': 'OTHER', 'identifier': 'UCAL:$B517103'}]"
649,Dall'Olio E.,Lesignano Bagni dalle origini,,"[""Enrico Dall'Olio""]","[{'type': 'OTHER', 'identifier': 'LCCN:74304250'}]"
650,Dandolo A.,Andreae Danduli ducis Venetiarum Chronica per extensum descripta: aa. 46-1280 d.C.,,['Andrea Dandolo'],"[{'type': 'OTHER', 'identifier': 'OCLC:797398990'}]"
651,Davidsohn R.,Storia di Firenze,,['Robert Davidsohn'],"[{'type': 'OTHER', 'identifier': 'UVA:X001100408'}]"
652,Delucca O.,La disputa sul nome Bellaria,,['Mariantonietta Paladini'],"[{'type': 'ISBN_13', 'identifier': '9788868871017'}, {'type': 'ISBN_10', 'identifier': '8868871017'}]"
653,Fantuzzi M.,De Gente Honestia,,,"[{'type': 'ISBN_10', 'identifier': '1390836673'}, {'type': 'ISBN_13', 'identifier': '9781390836677'}]"
654,"Flaminio, da Parma","Memorie Istoriche delle chiese, e dei conventi dei Frati Minori dell'ossevante e riformata provincia di Bologna raccolte da Flaminio di Parma?Tomo primo (-terzo)",,['di Parma Flaminio'],"[{'type': 'OTHER', 'identifier': 'BML:37001101879901'}]"
655,Folin M.,"Feudatari, cittadini, gentiluomini. Forme di nobiltà negli Stati estensi fra '400 e '500",8846424581,['Pamela Tavernari'],"[{'type': 'ISBN_10', 'identifier': '8865091673'}, {'type': 'ISBN_13', 'identifier': '9788865091678'}]"
656,Foschi P.,Contributo alla storia dei possessi dei vescovi bolognesi nel Medioevo: Castel del Vescovo,,['Jacopo Ortalli'],"[{'type': 'ISBN_13', 'identifier': '9788878142671'}, {'type': 'ISBN_10', 'identifier': '8878142670'}]"
657,Foschi P.,Fortificazioni in terra e legno del limes bizantino-longobardo in Emilia nell'VIII secolo,,"['Sauro Gelichi', 'Mauro Librenti', 'Marco Marchesini']","[{'type': 'ISBN_13', 'identifier': '9788878144095'}, {'type': 'ISBN_10', 'identifier': '8878144096'}]"
658,Foschi P.,Il castello di Bargi nel '600,,['Deputazione di storia patria per le province di Romagna'],"[{'type': 'OTHER', 'identifier': 'CORNELL:31924112413962'}]"
659,Foschi P.,Il castello di Brento. Dai Bizantini al Vescovo di Bologna,,"['Giuseppe Sassatelli', 'Ovidio Capitani', 'Angela Donati', 'Renato Zangheri']","[{'type': 'ISBN_10', 'identifier': '8873952089'}, {'type': 'ISBN_13', 'identifier': '9788873952084'}]"
660,Foschi P.,Il castello imperiale di Bologna: ricerche topografiche e urbanistiche,,['Jacopo Ortalli'],"[{'type': 'OTHER', 'identifier': 'NYPL:33433096431659'}]"
661,Foschi P.,"Il Medioevo. Paesaggio, economia, società dall'VIII al XIV secolo",,"['Rinaldo Comba', 'Irma Naso', 'Società per gli studi storici, archeologici e artistici della provincia di Cuneo', 'Società italiana di demografia storica']","[{'type': 'OTHER', 'identifier': 'UOM:39015037825109'}]"
662,Foschi P.,Il territorio di Castel Guelfo tra il VI e il XII secolo,8883420411,['Castel Guelfo di Bologna (Italy)'],"[{'type': 'ISBN_10', 'identifier': '8883420411'}, {'type': 'ISBN_13', 'identifier': '9788883420412'}]"
663,Foschi P.,La localizzazione dell'altomedievale Persiceta,,"['Sauro Gelichi', 'Mauro Librenti', 'Marco Marchesini']","[{'type': 'ISBN_13', 'identifier': '9788878144095'}, {'type': 'ISBN_10', 'identifier': '8878144096'}]"
664,Foschi P.,La valle del Vergatello fra Due e Trecento,,['Paola Foschi'],"[{'type': 'OTHER', 'identifier': 'OCLC:165134903'}]"
665,Foschi U.,Le frazioni del Comune di Ravenna: San Pietro in Trento,,"[""Italy. Direzione generale dell'agricoltura""]","[{'type': 'OTHER', 'identifier': 'UCAL:C2548592'}]"
666,Foschi U.,Le frazioni del Comune di Ravenna: San Pietro in Trento,,"[""Italy. Direzione generale dell'agricoltura""]","[{'type': 'OTHER', 'identifier': 'UCAL:C2548592'}]"
667,Ghidiglia Quintavalle A.,"Noceto, punto esclamativo svettante nella pianura",,['Guglielmo Capacchi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105031509347'}]"
668,Ghiretti A.,Archeologia e incastellamento altomedievale nell'Appennino parmense,,,"[{'type': 'OTHER', 'identifier': 'OCLC:930400204'}]"
669,Giordani G.,"Cronichetta di Castelbolognese: con appendici, iscrizioni e note",,,"[{'type': 'OTHER', 'identifier': 'OCLC:955834500'}]"
670,Ghizzoni M.,La pietra forte. Carpi: città e cantieri alle fortificazioni (XII-XVIII secolo),,['Manuela Ghizzoni'],"[{'type': 'ISBN_10', 'identifier': '8880810871'}, {'type': 'ISBN_13', 'identifier': '9788880810872'}]"
671,Ghizzoni V.,"Il castello di Bargone: architettura, storia, leggenda",,,"[{'type': 'OTHER', 'identifier': 'OCLC:935293293'}]"
672,Ginanni F.,"Istoria civile, e naturale delle pinete ravennati",,['Conte Francesco Ginanni'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044102820255'}]"
673,"Giordani N., Spaggiari S.",Rinvenimenti archeologici dell'area di Palazzo Ducale,,['Donato Labate'],"[{'type': 'ISBN_13', 'identifier': '9788878143203'}, {'type': 'ISBN_10', 'identifier': '8878143200'}]"
674,Golinelli P.,La Bassa Modenese nella diocesi di Reggio Emilia (secoli IX-XII),,['Paolo Golinelli'],"[{'type': 'OTHER', 'identifier': 'UVA:X000840325'}]"
675,Gordini M.,Note storiche sulla Rocca di Lugo,887814052x,['Girolamo Bonoli'],"[{'type': 'OTHER', 'identifier': 'OXFORD:590100860'}]"
676,Grandi P.,C'era una volta a Castel Bolognese,,['Giovanni Fenu'],"[{'type': 'ISBN_13', 'identifier': '9788868581275'}, {'type': 'ISBN_10', 'identifier': '8868581272'}]"
677,Griffoni M.,Matthaei de Griffonibus Memoriale historicum de rebus Bononiensium: aa. 4448 a.C.-1472 d.C.,,['Matteo Griffoni'],"[{'type': 'OTHER', 'identifier': 'OCLC:758868790'}]"
678,Guicciardini F.,Le cose fiorentine,8822231716,['Francesco Guicciardini'],"[{'type': 'OTHER', 'identifier': 'UVA:X030232286'}]"
679,Guicciardini F.,Storia d'Italia,8811519500,['Giuseppe La Farina'],"[{'type': 'ISBN_13', 'identifier': '9788858642887'}, {'type': 'ISBN_10', 'identifier': '8858642880'}]"
680,Labate D.,Archeologia dell'edilizia storica: il castello di Formigine,,['Donato Labate'],"[{'type': 'OTHER', 'identifier': 'OCLC:964074595'}]"
681,Lamberini D.,Architetti e architettura militare per il Magnifico,8822241711,,"[{'type': 'OTHER', 'identifier': 'OCLC:908543557'}]"
682,Bombaci G.,Historie memorabili della città di Bologna ristrette nelle vite di tre uomini illustri,,['Luigi Ranghiasci'],"[{'type': 'OTHER', 'identifier': 'NYPL:33433081567822'}]"
683,Bonacini P.,I siti di Montale e Gorzano,8876866574,,"[{'type': 'ISBN_13', 'identifier': '9788878141087'}, {'type': 'ISBN_10', 'identifier': '8878141089'}]"
684,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.. V,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073447'}]"
685,Fanti M.,Ville castelli e chiese bolognesi da un libro di disegni del Cinquecento,,,"[{'type': 'OTHER', 'identifier': 'OCLC:956185266'}]"
686,Fornasini G.,Il castello di Monterenzio,,['Giuseppe Fornasini'],"[{'type': 'OTHER', 'identifier': 'OCLC:964271475'}]"
687,Foschi P.,Borghi e castelli nella valle del Samoggia nei secoli X-XIV,,['Paola Foschi'],"[{'type': 'OTHER', 'identifier': 'UOM:39015079166677'}]"
688,Foschi P.,"Insediamento, popolamento ed economia nell'alta valle del Limentra di Treppio?: Bargi",,,"[{'type': 'OTHER', 'identifier': 'OCLC:886996560'}]"
689,Foschi P.,"Insediamento, popolamento ed economia nell'alta valle del Limentra di Treppio?: Savignano Lungoreno",,,
690,Foschi P.,La famiglia dei conti di Panico: una mancata signoria interregionale,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015041018774'}]"
692,Mazzotti M.,La pergamena del 783,,"['Currado Curradi', 'Mario Mazzotti']","[{'type': 'OTHER', 'identifier': 'UOM:39015039773778'}]"
693,Mengozzi M.,L'archivio della diocesi di Sarsina,,['Giuseppe Mazzatinti'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z32918180X'}]"
694,Merlini F.,"""Castrum Ligori"" feudo scomparso fra Bubano e Selice",,['Edoardo Manarini'],"[{'type': 'ISBN_13', 'identifier': '9788867054541'}, {'type': 'ISBN_10', 'identifier': '8867054546'}]"
695,Merlini F.,1177: Federico Barbarossa passò l'inverno a Mordano,,['Edoardo Manarini'],"[{'type': 'ISBN_13', 'identifier': '9788867054541'}, {'type': 'ISBN_10', 'identifier': '8867054546'}]"
696,Pasquali G.,Contadini e signori della bassa: insediamenti e deserta del Ravennate e del Ferrarese nel Medioevo,8880912666,['Gianfranco Pasquali'],"[{'type': 'OTHER', 'identifier': 'UVA:X006040396'}]"
697,Pelicelli N.,Salsomaggiore e dintorni,,['Nestore Pelicelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:636335172'}]"
698,Pellegri M.,Il castello di Bernabò Visconti,,['Angelo Berenzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:878272059'}]"
699,Pellegrini A.,La dominazione degli Estensi a Pieve di Cento,,['Amedeo Pellegrini'],"[{'type': 'OTHER', 'identifier': 'OCLC:1405094927'}]"
700,Botti F.,"Collecchio, Sala Baganza, Felino e loro frazioni",,['Ferruccio Botti'],"[{'type': 'OTHER', 'identifier': 'OCLC:897984162'}]"
701,Brentani A.,Tredozio sotto la dominazione dei conti Guidi. L'ultimo conte di Tredozio,,"['Paola Foschi', 'Renzo Zagnoni']","[{'type': 'OTHER', 'identifier': 'UOM:39015061767011'}]"
702,Brian A.,Guida per escursioni nell'Appennino parmense,,['Alessandro Brian'],"[{'type': 'OTHER', 'identifier': 'UIUC:30112074839173'}]"
703,Artocchini C.,Piacenza e le sue fortificazioni,,['Lorenzo Molossi'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10078868'}]"
705,"Bellei S., Rovatti E.",Castelli Modenesi della Montagna,,['Girolamo Tiraboschi'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10052531'}]"
706,Benati A.,"La storia antica di Granaglione: vita politica, civile e istituzionale di un comune montano",,['Autori Vari'],"[{'type': 'ISBN_13', 'identifier': '9791254698037'}]"
707,Benati A.,Labante e la valle dell'Aneva,,"['Aniceto Antilopi', 'Bill Homes', 'Renzo Zagnoni']","[{'type': 'OTHER', 'identifier': 'UVA:X004617313'}]"
708,Benati A.,Per la storia dei possessi matildici nell'Appennino bolognese,,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:879043796'}]"
709,Benati A.,Per la storia dei possessi matildici nell'Appennino bolognese-imolese,,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:879046132'}]"
710,Benati A.,Per la storia dei possessi matildici: Medicina e Argelata,,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:1277410174'}]"
711,"Simeoni L., Vicini E. P.",Registrum Privilegiorum Comunis Mutine,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015060581298'}]"
712,Cattinari R.,Testimonianze artistiche quattrocentesche nel castello di Formigine,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105024363157'}]"
713,Sardi G.,Historie ferraresi,,['Gasparo Sardi'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10162122'}]"
714,Salviati I.,Cronica dall'anno 1398 al 1411,,['Francesco Zambrini'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044011421757'}]"
715,Montanari L.,La torre dei Conti Gucci-Boschi,,"['Imola (Italy). Mostra delle rocche di Romagna', 'Fausto Mancini']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105032650801'}]"
716,Monatanari M.,Imola e S. Cassiano: una città e un castello in lotta per il predominio nei secc. XI-XII,8886123086,['Massimo Montanari'],"[{'type': 'ISBN_10', 'identifier': '8886123086'}, {'type': 'ISBN_13', 'identifier': '9788886123082'}]"
717,Montagna E.,La demolizione delle mura e dei bastioni della Mirandola,,['Euro Montagna'],"[{'type': 'OTHER', 'identifier': 'OCLC:1202282109'}]"
718,Montenovesi A.,Documenti pergamenacei di Romagna nel R. Archivio di Stato di Roma,,"['Archivio di Stato di Roma', 'Armando Lodolini']","[{'type': 'OTHER', 'identifier': 'UOM:39015014634045'}]"
719,Morgante M.,Filippo da Pistoia arcivescovo di Ravenna (1190-1270),,['Marcello Morgante'],"[{'type': 'OTHER', 'identifier': 'OCLC:878208304'}]"
720,Morini G.,Stradario storico di Ravenna,,['Giuseppe Morini'],"[{'type': 'OTHER', 'identifier': 'OCLC:1277474905'}]"
721,Mucci P.,Il plebanato di Trebbio e le rocche dei Malatighi. Appunti per la storia del territorio,,,
722,Muratori L. A.,Annali d'Italia. Dal principio dell'era volgare sino all'anno MDCCXLIX,,['Lodovico Antonio Muratori'],"[{'type': 'OTHER', 'identifier': 'OCLC:913445872'}]"
723,Boselli G. V.,Delle storie piacentine libri XII,,['Giovanni Vincenzo BOSELLI'],"[{'type': 'OTHER', 'identifier': 'BL:A0017986765'}]"
724,Boselli G. V.,Storie Piacentine,,['Boselli'],"[{'type': 'OTHER', 'identifier': 'UBBS:UBBS-00011225'}]"
725,Boselli G. V.,Delle storie piacentine libri XII,,['Giovanni Vincenzo BOSELLI'],"[{'type': 'OTHER', 'identifier': 'BL:A0017986765'}]"
726,Boselli G. V.,Delle storie piacentine libri XII,,['Giovanni Vincenzo BOSELLI'],"[{'type': 'OTHER', 'identifier': 'BL:A0017986765'}]"
727,Boselli G. V.,Delle storie piacentine libri XII,,['Giovanni Vincenzo BOSELLI'],"[{'type': 'OTHER', 'identifier': 'BL:A0017986765'}]"
728,Bernicoli S.,Le torri della città e del territorio di Ravenna,,['Silvio Bernicoli'],"[{'type': 'OTHER', 'identifier': 'OCLC:955756309'}]"
729,Tommasini R.,"Fultignano, Castelvecchio, Crepacorio, Allegralcore: ricostruzioni",,,"[{'type': 'OTHER', 'identifier': 'UOM:39015066781926'}]"
730,Torre A.,Un episodio delle relazioni fra Bologna e Venezia nella seconda metà del secolo XIII,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015062881720'}]"
731,Capelli G.,Castelli di Parma. Rocche e torri dall'Appennino al Po,,['Gianni Capelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:45760468'}]"
732,Carpani G.,I castelli dei Visconti a Bologna,,['Albano Sorbelli'],"[{'type': 'OTHER', 'identifier': 'UVA:X001108198'}]"
733,,"Storia di Cervia. II, Il Medio Evo",,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR102015985'}]"
734,,"Storia di Cervia. III.1, L'età moderna",,['Arcangelo Mafrici'],"[{'type': 'ISBN_13', 'identifier': '9788849277166'}, {'type': 'ISBN_10', 'identifier': '8849277164'}]"
735,,Storia di Cesena. II. Il Medioevo. 1 (secoli VI-XIV),,"['Sauro Gelichi', 'Claudio Negrelli']","[{'type': 'ISBN_13', 'identifier': '9788878143838'}, {'type': 'ISBN_10', 'identifier': '8878143839'}]"
736,,Storia di Cesena. II. Il Medioevo. 2 (secoli XIV-XV),,['Augusto Vasina'],"[{'type': 'OTHER', 'identifier': 'UVA:X001787414'}]"
737,,Storia di Cesena. III. La dominazione pontificia (secoli XIV-XVII-XVIII),,['Elena Baldini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015058231484'}]"
738,,"Storia di Ravenna. III, Dal Mille alla fine della signoria polentana",8831756796,,"[{'type': 'OTHER', 'identifier': 'UGA:32108026057714'}]"
739,"Fabbri L., Pirillo P.",Romagna toscana,,"['Giovanni Mini', 'Pompeo Nadiani']","[{'type': 'OTHER', 'identifier': 'OCLC:700315517'}]"
740,Micheli A.,Il castello di Gallinella,,['Mattia Muli'],"[{'type': 'ISBN_13', 'identifier': '9788867829033'}, {'type': 'ISBN_10', 'identifier': '8867829033'}]"
741,Micheli A.,Il comune di Mariano e Castelcorniglio,,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR300074625'}]"
742,Micheli G.,Il viaggio del Capitano Antonio Boccia nell'Appennino Parmense,,['Roberto Lasagni'],"[{'type': 'OTHER', 'identifier': 'UOM:39015049475471'}]"
743,Micheli G.,L'alta valle del Parma nelle carte del decimo secolo,,['Giuseppe Micheli'],"[{'type': 'OTHER', 'identifier': 'OCLC:878200800'}]"
745,Micheli G.,"Statuti Montanari. Borgotaro, Bardi e Compiano, Berceto, Corniglio, Calestano, Ravarano, Tizzano, Ri",,,"[{'type': 'OTHER', 'identifier': 'CORNELL:31924071204741'}]"
746,"Messori P., Dotti Messori G.",La rocca di Montese: indagine storica relativa al fortilizio di Montese,,,"[{'type': 'OTHER', 'identifier': 'UCAL:B3724508'}]"
747,Milani G.,Lotta di fazione e comunità montane nella documentazione giudiziaria bolognese,,['Paolo Pirillo'],"[{'type': 'ISBN_13', 'identifier': '9788883345340'}, {'type': 'ISBN_10', 'identifier': '8883345347'}]"
749,Pacciani R.,Da rocca cittadina a residenza europea: forme e mutazioni del principale insediamento estense a Modena,,,"[{'type': 'OTHER', 'identifier': 'UCLA:L0070427620'}]"
750,Padovani A.,"""Iudicaria motinensis"". Contributo allo studio del territorio bolognese nel Medioevo",,['Andrea Padovani'],"[{'type': 'OTHER', 'identifier': 'OCLC:849413840'}]"
751,Pagella E.,Per la storia del castello di Formigine. Tre inventari dell'archivio Calcagnini,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105024363157'}]"
752,"Palazzi G., Reggiani N.","Il disegno della terra di Nonantola: cartografia storica, secoli XVI-XVIII",,"['Giovanna Palazzi', 'Natascia Reggiani']","[{'type': 'OTHER', 'identifier': 'UOM:39015051833633'}]"
753,Palmieri A.,Feudatari e popolo della montagna bolognese: periodo comunale,,['Fulvio Maroi'],"[{'type': 'OTHER', 'identifier': 'OCLC:1403587753'}]"
754,Palmieri A.,Gli antichi vicariati dell'appennino bolognese,,['Arturo Palmieri'],"[{'type': 'OTHER', 'identifier': 'OCLC:881752248'}]"
755,Pancino C.,Conselice di Romagna: l'infelice situazione: 1084-1810,8880630377,['Claudia Pancino'],"[{'type': 'ISBN_10', 'identifier': '8880630377'}, {'type': 'ISBN_13', 'identifier': '9788880630371'}]"
756,Pari S.,La signoria di Malatesta da Verucchio,,['Silvia Pari'],"[{'type': 'OTHER', 'identifier': 'UOM:39015048844230'}]"
757,,Fonti della storia forlivese: cronaca di Sebastiano Menzocchi,,['Sebastiano Menzocchi'],"[{'type': 'OTHER', 'identifier': 'OCLC:963521206'}]"
758,Pasolini G.,"Giuseppe Pasolini, 1815-1876: memorie raccolte da suo figlio",,"['Pietro Desiderio Pasolini', 'Giuseppe Pasolini']","[{'type': 'OTHER', 'identifier': 'OCLC:485086280'}]"
759,Pasolini P. D.,Caterina Sforza,,['Pier Desiderio Pasolini'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB11572872'}]"
760,Pasolini P. D.,Ravenna e le sue grandi memorie,,['conte Pier Desiderio Pasolini'],"[{'type': 'OTHER', 'identifier': 'WISC:89100138403'}]"
761,Diaconi P.,Historia Langobardorum. Continuatio tertia,,"['Pablo Diácono', 'Pedro P. Herrera Roldán']","[{'type': 'ISBN_10', 'identifier': '8498280729'}, {'type': 'ISBN_13', 'identifier': '9788498280722'}]"
762,Pellegri M.,Il castello di San Secondo nella storia e nell'arte,,['Niccola Gabiani'],"[{'type': 'OTHER', 'identifier': 'COLUMBIA:AR51957094'}]"
763,Pellegri M.,"Strade, Chiese, Castelli nel territorio fra Felino e Langhirano a partire dalle origini al 1400",,,"[{'type': 'OTHER', 'identifier': 'UCAL:$B518983'}]"
764,Pellegrini M.,Congiure di Romagna: Lorenzo de' Medici e il duplice tirannicidio a Forlì e a Faenza nel 1488,8822247094,['Marco Pellegrini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015042767759'}]"
765,Racine P.,Dalla dominazione longobarda all'anno mille,,['Pierre Racine'],"[{'type': 'OTHER', 'identifier': 'OCLC:493002534'}]"
766,Pini A. I.,"Un ""borgofranco"" bolognese nel Medioevo: il castello di Scaricalasino nel territorio di Monghidoro",,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'UVA:X030707756'}]"
